3	4
4	5
7	8
2	3
3	6
3	3
2	4
4	3
2	5
5	3
4	4
5	5
5	4
9	10
11	9
12	6
3	12
14	15
15	16
18	19
13	14
14	17
14	14
13	15
15	14
13	16
16	14
15	15
16	16
16	15
20	21
21	20
22	23
24	22
25	17
14	25
27	28
28	29
31	32
26	27
27	30
27	27
26	28
28	27
26	29
29	27
28	28
29	29
29	28
33	34
34	33
35	36
37	35
38	30
27	38
27	39
39	40
40	30
42	43
43	44
46	47
41	42
42	45
42	42
41	43
43	42
41	44
44	42
43	43
44	44
44	43
48	49
49	48
50	51
52	50
53	45
42	53
42	54
54	55
55	45
42	56
56	45
58	59
59	60
62	63
57	58
58	61
58	58
57	59
59	58
57	60
60	58
59	59
60	60
60	59
64	65
65	64
66	67
68	66
69	61
58	69
63	70
70	61
72	73
73	74
76	77
71	72
72	75
72	72
71	73
73	72
71	74
74	72
73	73
74	74
74	73
78	79
79	78
80	81
82	80
83	75
72	83
72	84
84	75
86	87
87	88
90	91
85	86
86	89
86	86
85	87
87	86
85	88
88	86
87	87
88	88
88	87
92	93
94	92
95	89
86	95
86	96
96	97
97	89
99	100
100	101
103	104
98	99
99	102
99	99
98	100
100	99
98	101
101	99
100	100
101	101
101	100
105	106
106	105
108	109
109	110
112	113
107	108
108	111
108	108
107	109
109	108
107	110
110	108
109	109
110	110
110	109
114	115
115	114
108	116
116	117
117	111
119	120
120	121
123	124
118	119
119	122
119	119
118	120
120	119
118	121
121	119
120	120
121	121
121	120
125	126
126	125
124	127
127	122
129	130
130	131
133	134
128	129
129	132
129	129
128	130
130	129
128	131
131	129
130	130
131	131
131	130
129	135
135	136
136	132
138	139
139	140
142	143
137	138
138	141
138	138
137	139
139	138
137	140
140	138
139	139
140	140
140	139
143	144
144	141
146	147
147	148
150	151
145	146
146	149
146	146
145	147
147	146
145	148
148	146
147	147
148	148
148	147
0	2
0	7
0	11
6	1
8	1
10	1
0	13
0	18
0	20
0	21
0	24
17	1
19	1
20	1
23	1
0	26
0	31
0	33
0	34
0	37
30	1
32	1
33	1
36	1
0	41
0	46
0	48
0	49
0	52
45	1
47	1
48	1
51	1
0	57
0	62
0	64
0	65
0	68
61	1
63	1
64	1
67	1
0	71
0	76
0	78
0	79
0	82
75	1
77	1
78	1
81	1
0	85
0	90
0	94
89	1
91	1
93	1
0	98
0	103
0	105
0	106
102	1
104	1
105	1
0	107
0	112
0	114
0	115
111	1
113	1
114	1
0	118
0	123
0	125
0	126
122	1
124	1
125	1
0	128
0	133
132	1
134	1
0	137
0	142
141	1
143	1
0	145
0	150
149	1
151	1
