42	1	
1	1	0	
1	2	0	
2	0	0	
4	0	0	
2	3	0	
3	4	0	
3	5	0	
5	3	0	
6	3	0	
2	7	0	
7	8	0	
8	8	0	
7	6	0	
6	7	0	
7	9	0	
9	7	0	
8	6	0	
8	9	0	
9	3	0	
6	0	0	
9	0	0	
5	7	0	
2	1	0	
0	2	0	
0	4	0	
3	2	0	
4	3	0	
5	3	0	
3	5	0	
3	6	0	
7	2	0	
8	7	0	
6	7	0	
7	6	0	
9	7	0	
7	9	0	
6	8	0	
9	8	0	
3	9	0	
0	6	0	
0	9	0	
7	5	0	
